path_count,dt,avg,std,time
41,0.01600,0.64,0.33,118
41,0.01700,0.68,0.39,118
41,0.01800,0.61,0.41,117
41,0.01900,0.80,0.41,127
41,0.02000,0.65,0.37,117
42,0.00100,0.20,0.13,241
42,0.00200,0.31,0.21,224
42,0.00300,0.32,0.18,184
42,0.00400,0.34,0.17,159
42,0.00500,0.41,0.19,151
42,0.00600,0.46,0.25,135
42,0.00700,0.50,0.34,158
42,0.00800,0.42,0.23,126
42,0.00900,0.46,0.26,128
42,0.01000,0.53,0.30,129
42,0.01100,0.56,0.38,127
42,0.01200,0.60,0.36,135
42,0.01300,0.58,0.28,126
42,0.01400,0.58,0.44,143
42,0.01500,0.56,0.31,127
42,0.01600,0.63,0.41,119
42,0.01700,0.56,0.30,119
42,0.01800,0.62,0.31,111
42,0.01900,0.63,0.42,118
42,0.02000,0.73,0.43,117
43,0.00100,0.21,0.10,257
43,0.00200,0.30,0.22,265
43,0.00300,0.28,0.14,143
43,0.00400,0.39,0.29,183
43,0.00500,0.42,0.27,175
43,0.00600,0.45,0.26,142
43,0.00700,0.46,0.22,143
43,0.00800,0.41,0.25,143
43,0.00900,0.57,0.39,143
43,0.01000,0.57,0.32,118
43,0.01100,0.52,0.25,126
43,0.01200,0.59,0.35,143
43,0.01300,0.61,0.40,135
43,0.01400,0.49,0.24,117
43,0.01500,0.55,0.39,117
43,0.01600,0.61,0.31,110
43,0.01700,0.62,0.47,111
43,0.01800,0.65,0.48,118
43,0.01900,0.61,0.39,135
43,0.02000,0.81,0.61,142
44,0.00100,0.21,0.12,258
44,0.00200,0.29,0.16,202
44,0.00300,0.35,0.21,185
44,0.00400,0.34,0.19,151
44,0.00500,0.41,0.28,164
44,0.00600,0.45,0.27,134
44,0.00700,0.45,0.21,126
44,0.00800,0.47,0.23,142
44,0.00900,0.49,0.33,142
44,0.01000,0.53,0.37,167
44,0.01100,0.53,0.37,134
44,0.01200,0.55,0.31,126
44,0.01300,0.54,0.28,134
44,0.01400,0.46,0.24,126
44,0.01500,0.63,0.41,134
44,0.01600,0.62,0.42,134
44,0.01700,0.49,0.20,118
44,0.01800,0.66,0.34,126
44,0.01900,0.69,0.44,128
44,0.02000,0.64,0.41,132
45,0.00100,0.23,0.11,225
45,0.00200,0.31,0.25,307
45,0.00300,0.33,0.20,159
45,0.00400,0.35,0.26,160
45,0.00500,0.42,0.28,143
45,0.00600,0.43,0.28,143
45,0.00700,0.45,0.34,166
45,0.00800,0.54,0.43,161
45,0.00900,0.49,0.30,132
45,0.01000,0.55,0.42,168
45,0.01100,0.53,0.31,135
45,0.01200,0.48,0.20,126
45,0.01300,0.49,0.31,126
45,0.01400,0.60,0.50,152
45,0.01500,0.57,0.31,119
45,0.01600,0.56,0.32,141
45,0.01700,0.63,0.32,128
45,0.01800,0.65,0.39,126
45,0.01900,0.59,0.33,118
45,0.02000,0.67,0.45,126
46,0.00100,0.22,0.12,249
46,0.00200,0.26,0.16,208
46,0.00300,0.32,0.18,159
46,0.00400,0.41,0.30,200
46,0.00500,0.37,0.16,151
46,0.00600,0.38,0.22,143
46,0.00700,0.52,0.32,152
46,0.00800,0.42,0.22,118
46,0.00900,0.45,0.28,151
46,0.01000,0.52,0.30,126
46,0.01100,0.53,0.26,118
46,0.01200,0.52,0.34,127
46,0.01300,0.53,0.28,117
46,0.01400,0.65,0.36,126
46,0.01500,0.63,0.41,134
46,0.01600,0.59,0.34,119
46,0.01700,0.53,0.27,127
46,0.01800,0.70,0.43,135
46,0.01900,0.57,0.36,117
46,0.02000,0.67,0.32,118
47,0.00100,0.22,0.11,233
47,0.00200,0.29,0.24,266
47,0.00300,0.33,0.19,176
47,0.00400,0.34,0.18,174
47,0.00500,0.33,0.14,134
47,0.00600,0.43,0.36,176
47,0.00700,0.48,0.22,159
47,0.00800,0.45,0.29,151
47,0.00900,0.48,0.26,175
47,0.01000,0.53,0.29,127
47,0.01100,0.56,0.32,135
47,0.01200,0.63,0.45,135
47,0.01300,0.62,0.36,127
47,0.01400,0.64,0.46,126
47,0.01500,0.64,0.50,167
47,0.01600,0.57,0.35,119
47,0.01700,0.55,0.30,119
47,0.01800,0.62,0.42,119
47,0.01900,0.62,0.37,126
47,0.02000,0.62,0.30,126
48,0.00100,0.22,0.11,225
48,0.00200,0.30,0.18,201
48,0.00300,0.34,0.19,176
48,0.00400,0.34,0.16,143
48,0.00500,0.44,0.24,151
48,0.00600,0.46,0.42,174
48,0.00700,0.42,0.26,151
48,0.00800,0.54,0.38,167
48,0.00900,0.54,0.36,184
48,0.01000,0.50,0.38,134
48,0.01100,0.67,0.62,159
48,0.01200,0.57,0.35,134
48,0.01300,0.64,0.40,159
48,0.01400,0.61,0.41,126
48,0.01500,0.67,0.43,142
48,0.01600,0.65,0.42,135
48,0.01700,0.64,0.44,159
48,0.01800,0.68,0.42,143
48,0.01900,0.77,0.49,151
48,0.02000,0.66,0.38,126
